gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
893484679	85714c48-f762-11e1-a439-00145eb45e9a	https://herbarium.bgbm.org/object/B600053947	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria skottsbergii		SPECIES	Pseudocyphellaria skottsbergii D.Galloway	Pseudocyphellaria skottsbergii		CL	Chile: Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Cordon right of Yunque, 500 m. On soil in forest. 3 Feb. 1955, Leg.: G. Kunkel 312b/7.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.63334	-78.83334							1955-02-03	3	2	1955	3420791	3420791	PRESERVED_SPECIMEN	B	Herbarium Berolinense	B 60 0053947	312b/7			CC0_1_0		Kunkel,G.			2024-01-25T10:15:04.857Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY
893484663	85714c48-f762-11e1-a439-00145eb45e9a	https://herbarium.bgbm.org/object/B600053948	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria skottsbergii		SPECIES	Pseudocyphellaria skottsbergii D.Galloway	Pseudocyphellaria skottsbergii		CL	Chile: Juan Fernandez Islands, Masatierra (Robinson Crusoe Island): Cordon right of Yunque, 500 m. On soil in forest. 3 Feb. 1955, Leg.: G. Kunkel 312b/8.2.		PRESENT		57254bd0-8256-11d8-b7ed-b8a03c50a862	-33.63334	-78.83334							1955-02-03	3	2	1955	3420791	3420791	PRESERVED_SPECIMEN	B	Herbarium Berolinense	B 60 0053948	312b/8.2			CC0_1_0		Kunkel,G.			2024-01-25T10:15:04.861Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY
788872802	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1670609	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Polyozosia	Polyozosia dispersa		SPECIES	Myriolecis dispersa (Pers.) Śliwa, Zhao Xin & Lumbsch	Myriolecis dispersa		CL	No locality information available	Archipiélago Juan Fernández	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-33.768333	-80.791944							1916-02-24	24	2	1916	9460591	10883842	PRESERVED_SPECIMEN	LD	General	1670609				CC_BY_NC_4_0		Carl & Inga Skottsberg			2024-05-19T02:02:36.638Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788858930	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1646113	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Platismatia	Platismatia glauca		SPECIES	Platismatia glauca (L.) W.L.Culb. & C.F.Culb.	Platismatia glauca		CL	E of Victoria, en route to P.N. Conguillío	Araucanía	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-38.270278	-72.246944							2001-01-20	20	1	2001	2605342	2605342	PRESERVED_SPECIMEN	LD	General	1646113				CC_BY_NC_4_0		Patrik Frödén			2024-05-19T02:02:36.934Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788858563	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1645537	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Platismatia	Platismatia glauca		SPECIES	Platismatia glauca (L.) W.L.Culb. & C.F.Culb.	Platismatia glauca		CL	Puente Picaflor	Aisén	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-44.965833	-72.173889							2001-01-16	16	1	2001	2605342	2605342	PRESERVED_SPECIMEN	LD	General	1645537				CC_BY_NC_4_0		Patrik Frödén			2024-05-19T02:02:35.896Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788856130	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1641569	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea aureola		SPECIES	Usnea aureola	Usnea aureola		CL	Angol	Araucanía	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-37.8	-72.716667							1963-12		12	1963	3410323	3410323	PRESERVED_SPECIMEN	LD	General	1641569				CC_BY_NC_4_0		I.-A. Follmann-Schrag			2024-05-19T02:02:36.815Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788856053	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1641441	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea aureola		SPECIES	Usnea aureola	Usnea aureola		CL	Llico	Bío-Bío	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-37.197222	-73.564444							1962			1962	3410323	3410323	PRESERVED_SPECIMEN	LD	General	1641441				CC_BY_NC_4_0		Gaete			2024-05-19T02:02:35.806Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788729150	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1494053	Fungi	Ascomycota	Candelariomycetes	Candelariales	Candelariaceae	Candelaria	Candelaria concolor		SPECIES	Candelaria concolor (Dicks.) Arnold	Candelaria concolor		CL	Temuco	Araucanía	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-38.726944	-72.598889							2001-01-18	18	1	2001	8732724	8732724	PRESERVED_SPECIMEN	LD	General	1494053				CC_BY_NC_4_0		Patrik Frödén			2024-05-19T02:02:31.342Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788663807	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1427682	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema reticulatum		SPECIES	Parmotrema reticulatum (Taylor) M.Choisy	Parmotrema reticulatum		CL	Rano Kau	Isla de Pascua	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-27.189167	-109.425833							1961			1961	6017788	6017788	PRESERVED_SPECIMEN	LD	General	1427682				CC_BY_NC_4_0		Gerhard Follmann			2024-05-19T02:02:30.074Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788663747	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1427622	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema reticulatum		SPECIES	Parmotrema reticulatum (Taylor) M.Choisy	Parmotrema reticulatum		CL	No locality information available	Isla de Pascua	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-27.121111	-109.366389							1917-06-16	16	6	1917	6017788	6017788	PRESERVED_SPECIMEN	LD	General	1427622				CC_BY_NC_4_0		Carl & Inga Skottsberg			2024-05-19T02:02:29.764Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788660671	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1424382	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema reticulatum		SPECIES	Parmotrema reticulatum (Taylor) M.Choisy	Parmotrema reticulatum		CL	No locality information available	Archipiélago Juan Fernández	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-33.768333	-80.791944							1917-02-17	17	2	1917	6017788	6017788	PRESERVED_SPECIMEN	LD	General	1424382				CC_BY_NC_4_0		Carl & Inga Skottsberg			2024-05-19T02:02:29.581Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788551383	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1308529	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Flavoparmelia	Flavoparmelia caperata		SPECIES	Flavoparmelia caperata (L.) Hale	Flavoparmelia caperata		CL	Punta Pangal	Archipiélago Juan Fernández	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-33.641111	-78.821111							1916-12-11	11	12	1916	2606178	2606178	PRESERVED_SPECIMEN	LD	General	1308529				CC_BY_NC_4_0		Carl & Inga Skottsberg			2024-05-19T02:02:25.744Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788513347	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1269370	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema reticulatum		SPECIES	Parmotrema reticulatum (Taylor) M.Choisy	Parmotrema reticulatum		CL	Quebrada de Las Casas	Archipiélago Juan Fernández	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-33.764722	-80.763889							1965-11-27	27	11	1965	6017788	6017788	PRESERVED_SPECIMEN	LD	General	1269370				CC_BY_NC_4_0		Henry A. Imshaug			2024-05-19T02:02:24.109Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
666883	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1078925	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca selkirkii		SPECIES	Caloplaca selkirkii Zahlbr.	Caloplaca selkirkii		CL	No locality information available	Archipiélago Juan Fernández	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-33.640556	-78.8525							1917-01-22	22	1	1917	3429978	3429978	PRESERVED_SPECIMEN	LD	General	1078925				CC_BY_NC_4_0		Carl & Inga Skottsberg			2024-05-19T02:02:17.416Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
666734	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1064368	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca rubens		SPECIES	Caloplaca rubens (Müll.Arg.) Zahlbr.	Caloplaca rubina		CL	No locality information available	Archipiélago Juan Fernández	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-33.768333	-80.791944							1917-03-10	10	3	1917	3430313	3430313	PRESERVED_SPECIMEN	LD	General	1064368				CC_BY_NC_4_0		Carl & Inga Skottsberg	TYPE		2024-05-19T02:02:16.196Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
666185	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1031821	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca selkirkii		SPECIES	Caloplaca selkirkii Zahlbr.	Caloplaca selkirkii		CL	Bahía Padre	Archipiélago Juan Fernández	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-33.672778	-78.937222							1917-02-27	27	2	1917	3429978	3429978	PRESERVED_SPECIMEN	LD	General	1031821				CC_BY_NC_4_0		Carl & Inga Skottsberg			2024-05-19T02:02:14.653Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
666180	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1031757	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca selkirkii		SPECIES	Caloplaca selkirkii Zahlbr.	Caloplaca selkirkii		CL	No locality information available	Archipiélago Juan Fernández	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	-33.768333	-80.791944							1917-01-15	15	1	1917	3429978	3429978	PRESERVED_SPECIMEN	LD	General	1031757				CC_BY_NC_4_0		Carl & Inga Skottsberg			2024-05-19T02:02:14.697Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
574821058	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	https://data.rbge.org.uk/herb/E00106071	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria divulsa		SPECIES	Pseudocyphellaria divulsa (Taylor) Imshaug	Pseudocyphellaria divulsa (Taylor) Imshang		CL	Chile		PRESENT		98e934b0-5f31-11de-b67e-b8a03c50a862	-45.866667	-73.55			5.0	0.0							3420888	3420888	PRESERVED_SPECIMEN	E	E	E00106071	19			CC0_1_0					2024-05-23T14:09:37.556Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY
4857165982	790ddaee-885f-4915-ab0c-e54e9e17521a	UCJEPS:UC:UC1938517	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Brigantiaeaceae	Brigantiaea	Brigantiaea fuscolutea		SPECIES	Brigantiaea fuscolutea (Dicks.) R.Sant.	Brigantiaea fuscolutea (Dickson) R.Sant.		CL	Patagonian Channels Prov. Chiloe: Mossy forest along shore of harbour, Pto Ballena.	Los Lagos	PRESENT		0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862	-44.133333	-73.483333							1969-09-19	19	9	1969	3393319	3393319	PRESERVED_SPECIMEN		UC	UC1938517	43139			CC_BY_NC_4_0		H. A. Imshaug			2024-05-15T09:38:33.384Z		CONTINENT_DERIVED_FROM_COORDINATES
4852195821	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/208630714	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Niorma	Niorma chrysophthalma		SPECIES	Teloschistes chrysophthalmus (L.) Th.Fr.	Teloschistes chrysophthalmus		CL		Los Lagos	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-42.110675	-73.429597	6.0						2024-04-21T16:24:49	21	4	2024	3429410	10948985	HUMAN_OBSERVATION	iNaturalist	Observations	208630714		petrakios	2024-04-22T02:20:37	CC_BY_NC_4_0	petrakios	petrakios			2024-05-20T17:14:54.786Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4607497520	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/204774562	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea aurantiacoatra		SPECIES	Usnea aurantiacoatra (Jacq.) Bory, 1826	Usnea aurantiaco-atra		CL		Magallanes y Antártica Chilena	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-54.967938	-67.577499							2024-03-14T12:08:48	14	3	2024	7248058	7248058	HUMAN_OBSERVATION	iNaturalist	Observations	204774562		Roy Mackenzie	2024-03-31T18:01:49	CC_BY_NC_4_0	Roy Mackenzie	Roy Mackenzie			2024-05-20T17:51:37.864Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;TAXON_MATCH_TAXON_ID_IGNORED
4606649582	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/203636506	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea barbata		SPECIES	Usnea barbata (L.) Weber ex F.H.Wigg	Usnea barbata		CL		Magallanes y Antártica Chilena	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-53.148852	-71.022236	4.0						2024-03-22T09:55:42	22	3	2024	7247607	7247607	HUMAN_OBSERVATION	iNaturalist	Observations	203636506		Dan Nydick	2024-03-23T19:57:52	CC_BY_NC_4_0	Dan Nydick	Dan Nydick			2024-05-20T17:15:57.990Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4535472331	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	https://data.rbge.org.uk/herb/E01378107	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria intricata		SPECIES	Pseudocyphellaria intricata (Delise) Vain.	Pseudocyphellaria intricata (Delise) Vain.		CL	Chile		PRESENT		98e934b0-5f31-11de-b67e-b8a03c50a862	-41.896933	-72.400567							2006-02-20	20	2	2006	7250256	7250256	PRESERVED_SPECIMEN	E	E	E01378107	1733			CC0_1_0					2024-05-23T14:10:08.834Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY
4535469331	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	https://data.rbge.org.uk/herb/E01378108	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Pseudocyphellaria	Pseudocyphellaria intricata		SPECIES	Pseudocyphellaria intricata (Delise) Vain.	Pseudocyphellaria intricata (Delise) Vain.		CL	Chile		PRESENT		98e934b0-5f31-11de-b67e-b8a03c50a862	-41.510517	-72.5837							2006-02-05	5	2	2006	7250256	7250256	PRESERVED_SPECIMEN	E	E	E01378108	1205			CC0_1_0					2024-05-23T14:10:07.647Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY
4525283334	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/199672534	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Niorma	Niorma chrysophthalma		SPECIES	Teloschistes chrysophthalmus (L.) Th.Fr.	Teloschistes chrysophthalmus		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.561317	-71.027111	15.0						2022-07-08T14:27	8	7	2022	3429410	10948985	HUMAN_OBSERVATION	iNaturalist	Observations	199672534		Mirko Ramos Leiva	2024-02-18T14:02:27	CC_BY_NC_4_0	Mirko Ramos Leiva	Mirko Ramos Leiva			2024-05-20T17:54:18.426Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4519074519	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/97135179	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Follmannia	Follmannia orthoclada		SPECIES	Follmannia orthoclada (Zahlbr.) Frödén, Arup & Søchting	Follmannia orthoclada		CL		Coquimbo	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-32.026028	-71.515219							2018-09-09T11:07	9	9	2018	9725555	9725555	HUMAN_OBSERVATION	iNaturalist	Observations	97135179		ian_medeiros	2024-01-24T19:09:54	CC_BY_4_0	Jorge Herreros de Lartundo	Jorge Herreros de Lartundo			2024-05-20T16:54:25.680Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4516682873	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/184401266	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Follmannia	Follmannia orthoclada		SPECIES	Follmannia orthoclada (Zahlbr.) Frödén, Arup & Søchting	Follmannia orthoclada		CL		Antofagasta	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-25.002888	-70.442466	957.0						2023-09-20T12:17	20	9	2023	9725555	9725555	HUMAN_OBSERVATION	iNaturalist	Observations	184401266		ian_medeiros	2024-01-24T19:13:37	CC_BY_NC_4_0	“Juan de los Zorros”	“Juan de los Zorros”			2024-05-20T17:11:05.779Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4516665836	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/97097321	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Follmannia	Follmannia orthoclada		SPECIES	Follmannia orthoclada (Zahlbr.) Frödén, Arup & Søchting	Follmannia orthoclada		CL		Coquimbo	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-30.003839	-71.411137	15.0						2021-10-03T17:56Z	3	10	2021	9725555	9725555	HUMAN_OBSERVATION	iNaturalist	Observations	97097321		ian_medeiros	2024-01-24T19:09:37	CC_BY_NC_4_0	Javier Sellanes Lopez	Javier Sellanes Lopez			2024-05-20T16:54:25.423Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4516621613	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/75681785	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Follmannia	Follmannia orthoclada		SPECIES	Follmannia orthoclada (Zahlbr.) Frödén, Arup & Søchting	Follmannia orthoclada		CL		Tarapacá	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-20.820937	-70.160365	73.0						2021-04-26T13:04	26	4	2021	9725555	9725555	HUMAN_OBSERVATION	iNaturalist	Observations	75681785		ian_medeiros	2024-01-24T19:10:43	CC_BY_NC_4_0	Michael Weymann	Michael Weymann			2024-05-20T16:49:24.854Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4516340074	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/123455425	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Follmannia	Follmannia orthoclada		SPECIES	Follmannia orthoclada (Zahlbr.) Frödén, Arup & Søchting	Follmannia orthoclada		CL		Antofagasta	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-25.749481	-70.619807	2147.0						2022-03-05T11:57	5	3	2022	9725555	9725555	HUMAN_OBSERVATION	iNaturalist	Observations	123455425		ian_medeiros	2024-01-24T19:07:00	CC_BY_NC_4_0	Nicolás Villaseca Merino	Nicolás Villaseca Merino			2024-05-20T16:57:26.207Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4516239151	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/190434945	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Follmannia	Follmannia orthoclada		SPECIES	Follmannia orthoclada (Zahlbr.) Frödén, Arup & Søchting	Follmannia orthoclada		CL		Coquimbo	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-29.818066	-71.292193	1159.0						2023-10-24T11:04:43	24	10	2023	9725555	9725555	HUMAN_OBSERVATION	iNaturalist	Observations	190434945		ian_medeiros	2024-01-24T19:05:22	CC_BY_NC_4_0	Isabel (AlikantoChile)	Isabel (AlikantoChile)			2024-05-20T17:52:13.384Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4516237745	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/97600227	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Follmannia	Follmannia orthoclada		SPECIES	Follmannia orthoclada (Zahlbr.) Frödén, Arup & Søchting	Follmannia orthoclada		CL		Valparaíso	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-32.176784	-71.524935	1996.0						2021-10-08T17:31:06	8	10	2021	9725555	9725555	HUMAN_OBSERVATION	iNaturalist	Observations	97600227		ian_medeiros	2024-01-24T19:12:30	CC_BY_NC_4_0	bichorraro	bichorraro			2024-05-20T17:33:32.990Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
